t,x,y,vx,vy,ux,uy
8.220551609992980957e-01,9.190124511718750000e+00,2.965999603271484375e+00,1.519489884376525879e+00,1.359227180480957031e+00,-3.982467174530029297e+00,-2.002628803253173828e+00
8.245614171028137207e-01,9.198938369750976562e+00,2.989969968795776367e+00,1.504852533340454102e+00,1.349748611450195312e+00,-3.997648954391479492e+00,-2.024804592132568359e+00
8.270676732063293457e-01,9.207716941833496094e+00,3.013912200927734375e+00,1.490205764770507812e+00,1.340171694755554199e+00,-4.012639999389648438e+00,-2.046759605407714844e+00
8.295739293098449707e-01,9.216463088989257812e+00,3.037826061248779297e+00,1.475549101829528809e+00,1.330497026443481445e+00,-4.027442932128906250e+00,-2.068492174148559570e+00
8.320801854133605957e-01,9.225177764892578125e+00,3.061713218688964844e+00,1.460883259773254395e+00,1.320724964141845703e+00,-4.042057037353515625e+00,-2.090002298355102539e+00
8.345864415168762207e-01,9.233860015869140625e+00,3.085575103759765625e+00,1.446207523345947266e+00,1.310855388641357422e+00,-4.056483268737792969e+00,-2.111291170120239258e+00
8.370927572250366211e-01,9.242509841918945312e+00,3.109413146972656250e+00,1.431521177291870117e+00,1.300889372825622559e+00,-4.070723533630371094e+00,-2.132358551025390625e+00
8.395990133285522461e-01,9.251129150390625000e+00,3.133226394653320312e+00,1.416825771331787109e+00,1.290827512741088867e+00,-4.084775447845458984e+00,-2.153203964233398438e+00
8.421052694320678711e-01,9.259716033935546875e+00,3.157017230987548828e+00,1.402119874954223633e+00,1.280670285224914551e+00,-4.098640918731689453e+00,-2.173827648162841797e+00
8.446115255355834961e-01,9.268271446228027344e+00,3.180786609649658203e+00,1.387403488159179688e+00,1.270417213439941406e+00,-4.112319469451904297e+00,-2.194231510162353516e+00
8.471177816390991211e-01,9.276796340942382812e+00,3.204535007476806641e+00,1.372676730155944824e+00,1.260069370269775391e+00,-4.125812053680419922e+00,-2.214414834976196289e+00
8.496240377426147461e-01,9.285288810729980469e+00,3.228263616561889648e+00,1.357939004898071289e+00,1.249627113342285156e+00,-4.139118671417236328e+00,-2.234379291534423828e+00
8.521303534507751465e-01,9.293748855590820312e+00,3.251972675323486328e+00,1.343189835548400879e+00,1.239090442657470703e+00,-4.152238845825195312e+00,-2.254124164581298828e+00
8.546366095542907715e-01,9.302178382873535156e+00,3.275662660598754883e+00,1.328430175781250000e+00,1.228460788726806641e+00,-4.165173530578613281e+00,-2.273650407791137695e+00
8.571428656578063965e-01,9.310575485229492188e+00,3.299335241317749023e+00,1.313658595085144043e+00,1.217737674713134766e+00,-4.177921295166015625e+00,-2.292959213256835938e+00
8.596491217613220215e-01,9.318937301635742188e+00,3.322989463806152344e+00,1.298876047134399414e+00,1.206921815872192383e+00,-4.190483093261718750e+00,-2.312050580978393555e+00
8.621553778648376465e-01,9.327266693115234375e+00,3.346627235412597656e+00,1.284080624580383301e+00,1.196013331413269043e+00,-4.202857494354248047e+00,-2.330926418304443359e+00
8.646616339683532715e-01,9.335562705993652344e+00,3.370247840881347656e+00,1.269273996353149414e+00,1.185013413429260254e+00,-4.215045928955078125e+00,-2.349586486816406250e+00
8.671679496765136719e-01,9.343822479248046875e+00,3.393852710723876953e+00,1.254454493522644043e+00,1.173921823501586914e+00,-4.227047443389892578e+00,-2.368031978607177734e+00
8.696742057800292969e-01,9.352047920227050781e+00,3.417440414428710938e+00,1.239622712135314941e+00,1.162739276885986328e+00,-4.238861083984375000e+00,-2.386263847351074219e+00
8.721804618835449219e-01,9.360237121582031250e+00,3.441012859344482422e+00,1.224778294563293457e+00,1.151466608047485352e+00,-4.250487327575683594e+00,-2.404282569885253906e+00
8.746867179870605469e-01,9.368387222290039062e+00,3.464568614959716797e+00,1.209920763969421387e+00,1.140103697776794434e+00,-4.261924743652343750e+00,-2.422089099884033203e+00
8.771929740905761719e-01,9.376502037048339844e+00,3.488108158111572266e+00,1.195050477981567383e+00,1.128651618957519531e+00,-4.273175239562988281e+00,-2.439684629440307617e+00
8.796992301940917969e-01,9.384576797485351562e+00,3.511631965637207031e+00,1.180166363716125488e+00,1.117109775543212891e+00,-4.284235000610351562e+00,-2.457069873809814453e+00
8.822054862976074219e-01,9.392612457275390625e+00,3.535139560699462891e+00,1.165268898010253906e+00,1.105480551719665527e+00,-4.295106887817382812e+00,-2.474245071411132812e+00
8.847118020057678223e-01,9.400608062744140625e+00,3.558630943298339844e+00,1.150357484817504883e+00,1.093762636184692383e+00,-4.305789470672607422e+00,-2.491213321685791016e+00
8.872180581092834473e-01,9.408562660217285156e+00,3.582104682922363281e+00,1.135432243347167969e+00,1.081957578659057617e+00,-4.316281318664550781e+00,-2.507972717285156250e+00
8.897243142127990723e-01,9.416475296020507812e+00,3.605561256408691406e+00,1.120493412017822266e+00,1.070065975189208984e+00,-4.326582908630371094e+00,-2.524525880813598633e+00
8.922305703163146973e-01,9.424343109130859375e+00,3.628999710083007812e+00,1.105540394783020020e+00,1.058088064193725586e+00,-4.336693286895751953e+00,-2.540873050689697266e+00
8.947368264198303223e-01,9.432167053222656250e+00,3.652420043945312500e+00,1.090573072433471680e+00,1.046024441719055176e+00,-4.346611976623535156e+00,-2.557015419006347656e+00
8.972430825233459473e-01,9.439947128295898438e+00,3.675821542739868164e+00,1.075590610504150391e+00,1.033875942230224609e+00,-4.356340408325195312e+00,-2.572953701019287109e+00
8.997493982315063477e-01,9.447679519653320312e+00,3.699203491210937500e+00,1.060593843460083008e+00,1.021643161773681641e+00,-4.365878105163574219e+00,-2.588689804077148438e+00
9.022556543350219727e-01,9.455366134643554688e+00,3.722564220428466797e+00,1.045582294464111328e+00,1.009326934814453125e+00,-4.375222206115722656e+00,-2.604222774505615234e+00
9.047619104385375977e-01,9.463002204895019531e+00,3.745903491973876953e+00,1.030556201934814453e+00,9.969276189804077148e-01,-4.384373664855957031e+00,-2.619554996490478516e+00
9.072681665420532227e-01,9.470590591430664062e+00,3.769220352172851562e+00,1.015515446662902832e+00,9.844460487365722656e-01,-4.393333435058593750e+00,-2.634686470031738281e+00
9.097744226455688477e-01,9.478128433227539062e+00,3.792513370513916016e+00,1.000459313392639160e+00,9.718828797340393066e-01,-4.402098655700683594e+00,-2.649618625640869141e+00
9.122806787490844727e-01,9.485616683959960938e+00,3.815782546997070312e+00,9.853879809379577637e-01,9.592391848564147949e-01,-4.410673618316650391e+00,-2.664351940155029297e+00
9.147869944572448730e-01,9.493049621582031250e+00,3.839026451110839844e+00,9.703013896942138672e-01,9.465152621269226074e-01,-4.419054031372070312e+00,-2.678888320922851562e+00
9.172932505607604980e-01,9.500431060791015625e+00,3.862242221832275391e+00,9.552005529403686523e-01,9.337124824523925781e-01,-4.427242279052734375e+00,-2.693227052688598633e+00
9.197995066642761230e-01,9.507758140563964844e+00,3.885430812835693359e+00,9.400843381881713867e-01,9.208312034606933594e-01,-4.435237884521484375e+00,-2.707370281219482422e+00
9.223057627677917480e-01,9.515029907226562500e+00,3.908588409423828125e+00,9.249522686004638672e-01,9.078727960586547852e-01,-4.443039417266845703e+00,-2.721318244934082031e+00
9.248120188713073730e-01,9.522245407104492188e+00,3.931716203689575195e+00,9.098065495491027832e-01,8.948377370834350586e-01,-4.450649738311767578e+00,-2.735071420669555664e+00
9.273182749748229980e-01,9.529403686523437500e+00,3.954811096191406250e+00,8.946453332901000977e-01,8.817267417907714844e-01,-4.458066463470458984e+00,-2.748631477355957031e+00
9.298245906829833984e-01,9.536504745483398438e+00,3.977872848510742188e+00,8.794686198234558105e-01,8.685411214828491211e-01,-4.465291976928710938e+00,-2.761998891830444336e+00
9.323308467864990234e-01,9.543546676635742188e+00,4.000898838043212891e+00,8.642776608467102051e-01,8.552822470664978027e-01,-4.472325801849365234e+00,-2.775174856185913086e+00
9.348371028900146484e-01,9.550527572631835938e+00,4.023887157440185547e+00,8.490717411041259766e-01,8.419505357742309570e-01,-4.479166984558105469e+00,-2.788158655166625977e+00
9.373433589935302734e-01,9.557449340820312500e+00,4.046837329864501953e+00,8.338516354560852051e-01,8.285466432571411133e-01,-4.485818862915039062e+00,-2.800953388214111328e+00
9.398496150970458984e-01,9.564308166503906250e+00,4.069746971130371094e+00,8.186166286468505859e-01,8.150720596313476562e-01,-4.492279052734375000e+00,-2.813558101654052734e+00
9.423558712005615234e-01,9.571105957031250000e+00,4.092614173889160156e+00,8.033682703971862793e-01,8.015284538269042969e-01,-4.498550415039062500e+00,-2.825974464416503906e+00
9.448621273040771484e-01,9.577838897705078125e+00,4.115437507629394531e+00,7.881052494049072266e-01,7.879165410995483398e-01,-4.504633426666259766e+00,-2.838202953338623047e+00
9.473684430122375488e-01,9.584508895874023438e+00,4.138215065002441406e+00,7.728277444839477539e-01,7.742364406585693359e-01,-4.510527610778808594e+00,-2.850244998931884766e+00
9.498746991157531738e-01,9.591114044189453125e+00,4.160945892333984375e+00,7.575373649597167969e-01,7.604905366897583008e-01,-4.516235351562500000e+00,-2.862100601196289062e+00
9.523809552192687988e-01,9.597654342651367188e+00,4.183627128601074219e+00,7.422333955764770508e-01,7.466796636581420898e-01,-4.521757125854492188e+00,-2.873771190643310547e+00
9.548872113227844238e-01,9.604128837585449219e+00,4.206256389617919922e+00,7.269171476364135742e-01,7.328054904937744141e-01,-4.527093887329101562e+00,-2.885257005691528320e+00
9.573934674263000488e-01,9.610536575317382812e+00,4.228833675384521484e+00,7.115867137908935547e-01,7.188684344291687012e-01,-4.532246589660644531e+00,-2.896559715270996094e+00
9.598997235298156738e-01,9.616875648498535156e+00,4.251355171203613281e+00,6.962447762489318848e-01,7.048699259757995605e-01,-4.537217140197753906e+00,-2.907679557800292969e+00
9.624060392379760742e-01,9.623147964477539062e+00,4.273820400238037109e+00,6.808902621269226074e-01,6.908113956451416016e-01,-4.542007446289062500e+00,-2.918618202209472656e+00
9.649122953414916992e-01,9.629350662231445312e+00,4.296226978302001953e+00,6.655240654945373535e-01,6.766947507858276367e-01,-4.546618461608886719e+00,-2.929375648498535156e+00
9.674185514450073242e-01,9.635485649108886719e+00,4.318572044372558594e+00,6.501467227935791016e-01,6.625208854675292969e-01,-4.551049709320068359e+00,-2.939952373504638672e+00
9.699248075485229492e-01,9.641550064086914062e+00,4.340855121612548828e+00,6.347580552101135254e-01,6.482909321784973145e-01,-4.555306434631347656e+00,-2.950351476669311523e+00
9.724310636520385742e-01,9.647544860839843750e+00,4.363073348999023438e+00,6.193590164184570312e-01,6.340064406394958496e-01,-4.559387207031250000e+00,-2.960571527481079102e+00
9.749373197555541992e-01,9.653469085693359375e+00,4.385225296020507812e+00,6.039491891860961914e-01,6.196689605712890625e-01,-4.563296318054199219e+00,-2.970614910125732422e+00
9.774436354637145996e-01,9.659322738647460938e+00,4.407309532165527344e+00,5.885299444198608398e-01,6.052796840667724609e-01,-4.567034721374511719e+00,-2.980482578277587891e+00
9.799498915672302246e-01,9.665103912353515625e+00,4.429323196411132812e+00,5.731021165847778320e-01,5.908408761024475098e-01,-4.570603847503662109e+00,-2.990174293518066406e+00
9.824561476707458496e-01,9.670814514160156250e+00,4.451264381408691406e+00,5.576653480529785156e-01,5.763535499572753906e-01,-4.574006080627441406e+00,-2.999692440032958984e+00
9.849624037742614746e-01,9.676452636718750000e+00,4.473131656646728516e+00,5.422207117080688477e-01,5.618191957473754883e-01,-4.577245712280273438e+00,-3.009037494659423828e+00
9.874686598777770996e-01,9.682018280029296875e+00,4.494922637939453125e+00,5.267679095268249512e-01,5.472393035888671875e-01,-4.580321311950683594e+00,-3.018210172653198242e+00
9.899749159812927246e-01,9.687511444091796875e+00,4.516636848449707031e+00,5.113083124160766602e-01,5.326155424118041992e-01,-4.583239078521728516e+00,-3.027212858200073242e+00
9.924812316894531250e-01,9.692934036254882812e+00,4.538270950317382812e+00,4.958420991897583008e-01,5.179494619369506836e-01,-4.585998535156250000e+00,-3.036046028137207031e+00
9.949874877929687500e-01,9.698280334472656250e+00,4.559824466705322266e+00,4.803697466850280762e-01,5.032427310943603516e-01,-4.588604450225830078e+00,-3.044710636138916016e+00
9.974937438964843750e-01,9.703556060791015625e+00,4.581294059753417969e+00,4.648930430412292480e-01,4.884975254535675049e-01,-4.591058731079101562e+00,-3.053207397460937500e+00
1.000000000000000000e+00,9.708757400512695312e+00,4.602679252624511719e+00,4.494115114212036133e-01,4.737147688865661621e-01,-4.593362331390380859e+00,-3.061538457870483398e+00
